,Category,Message,preprocessed_text,true_label,predicted_label,error_type,message_length,word_count,has_url,has_digit,has_spam_keyword
2042,ham,Ü dun wan to watch infernal affair?,ü dun wan to watch infernal affair,ham,ham,correct,35,7,False,False,False
3051,ham,Ok,ok,ham,ham,correct,2,1,False,False,False
3093,ham,"Dear, take care. I am just reaching home.love u a lot.",dear take care i am just reaching homelove u a lot,ham,ham,correct,54,11,False,False,False
5365,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,camera you are awarded a sipix digital camera call [phone] fromm landline delivery within 28 days,spam,spam,correct,106,17,False,True,True
4753,ham,Well boy am I glad G wasted all night at applebees for nothing,well boy am i glad g wasted all night at applebees for nothing,ham,ham,correct,62,13,False,False,False
981,ham,If he started searching he will get job in few days.he have great potential and talent.,if he started searching he will get job in few dayshe have great potential and talent,ham,ham,correct,87,16,False,False,False
1266,ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",im in inperialmusic listening2the weirdest track ever byleafcutter johnsounds like insects being molestedsomeone plumbingremixed by evil men on acid,ham,ham,correct,154,19,False,True,False
3247,ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",funny fact nobody teaches volcanoes 2 erupt tsunamis 2 arise hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife natural disasters just happens,ham,ham,correct,151,26,False,True,False
3973,ham,WOT U UP 2 J?,wot u up 2 j,ham,ham,correct,13,5,False,True,False
3214,ham,What's ur pin?,whats ur pin,ham,ham,correct,14,3,False,False,False
2834,spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",youve won tkts to the euro2004 cup final or [money] cash to collect call [phone] b4190604 pobox 7876150ppm,spam,spam,correct,110,18,False,True,True
4196,spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",double mins and txts 4 6months free bluetooth on orange available on sony nokia motorola phones call mobileupd8 on [phone] or call2optoutn9dx,spam,spam,correct,149,22,False,True,True
1343,ham,Yeah I'll try to scrounge something up,yeah ill try to scrounge something up,ham,ham,correct,38,7,False,False,False
1936,ham,Did either of you have any idea's? Do you know of anyplaces doing something?,did either of you have any ideas do you know of anyplaces doing something,ham,ham,correct,76,14,False,False,False
1903,ham,My sister got placed in birla soft da:-),my sister got placed in birla soft da,ham,ham,correct,40,8,False,False,False
2999,ham,No b4 Thursday,no b4 thursday,ham,ham,correct,14,3,False,True,False
4580,ham,No plans yet. What are you doing ?,no plans yet what are you doing,ham,ham,correct,34,8,False,False,False
3094,ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,staffsciencenusedusgphyhcmkteachingpc1323,ham,ham,correct,49,1,False,True,False
3022,ham,Am in film ill call you later.,am in film ill call you later,ham,ham,correct,30,7,False,False,True
3808,ham,Pls dont restrict her from eating anythin she likes for the next two days.,pls dont restrict her from eating anythin she likes for the next two days,ham,ham,correct,74,14,False,False,False
2736,ham,I meant middle left or right?,i meant middle left or right,ham,ham,correct,29,6,False,False,False
5461,ham,Ok i thk i got it. Then u wan me 2 come now or wat?,ok i thk i got it then u wan me 2 come now or wat,ham,ham,correct,51,15,False,True,False
2302,ham,"&lt;#&gt; , that's all? Guess that's easy enough",ltgt thats all guess thats easy enough,ham,ham,correct,48,8,False,False,False
4099,ham,I think just yourself …Thanks and see you tomo,i think just yourself …thanks and see you tomo,ham,ham,correct,46,9,False,False,False
1521,spam,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",urgent your mobile no was awarded a [money] bonus caller prize on 10803 this is our 2nd attempt to contact you call 08714719523 box95qu bt national rate,spam,spam,correct,158,27,False,True,True
791,ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,this is hoping you enjoyed your game yesterday sorry ive not been in touch but pls know that you are fondly bein thot off have a great week abiola,ham,ham,correct,150,29,False,False,False
2064,spam,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",urgent your mobile no won a [money] bonus caller prize on 020603 this is the 2nd attempt to reach you call [phone] asap box97n7qp 150ppm,spam,spam,correct,158,26,False,True,True
2271,ham,U know we watchin at lido?,u know we watchin at lido,ham,ham,correct,26,6,False,False,False
718,ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,book which lesson then you msg me i will call up after work or sth im going to get specs my membership is px3748,ham,ham,correct,121,24,False,True,True
918,ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",when people see my msgs they think iam addicted to msging they are wrong bcoz they dont know that iam addicted to my sweet friends bslvyl,ham,ham,correct,148,26,False,False,False
2411,ham,Ok... Thanx... Gd nite 2 ü too...,ok thanx gd nite 2 ü too,ham,ham,correct,33,7,False,True,False
2168,ham,Yes.he have good crickiting mind,yeshe have good crickiting mind,ham,ham,correct,32,5,False,False,False
1987,ham,S..antha num corrct dane,santha num corrct dane,ham,ham,correct,24,4,False,False,False
4650,ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",please protect yourself from ethreats sib never asks for sensitive information like passwordsatmsms pin thru email never share your password with anybody,ham,ham,correct,159,22,False,False,False
2274,ham,Cold. Dont be sad dear,cold dont be sad dear,ham,ham,correct,22,5,False,False,False
3244,ham,Pls accept me for one day. Or am begging you change the number.,pls accept me for one day or am begging you change the number,ham,ham,correct,63,13,False,False,False
222,ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,there is os called ubandu which will run without installing in hard diskyou can use that os to copy the important files in system and give it to repair shop,ham,ham,correct,161,30,False,False,True
4057,ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",ha ha nan yalrigu heltiniiyo kothi chikku u shared many things wit meso far i didnt told any body and even uttered a word abt u if ur trusting me so much how can i tell these to others plz nxt time dont use those words to meok chikkub,ham,ham,correct,255,49,False,False,False
5046,ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",we have sent jd for customer service cum accounts executive to ur mail id for details contact us,ham,ham,correct,97,18,False,False,False
5063,ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,havent stuck at orchard in my dads car going 4 dinner now u leh so r they free tonight,ham,ham,correct,91,19,False,True,True
4785,ham,Indeed and by the way it was either or - not both !,indeed and by the way it was either or not both,ham,ham,correct,51,13,False,False,False
2599,ham,Okie... Thanx...,okie thanx,ham,ham,correct,16,2,False,False,False
4829,ham,Lol no. Just trying to make your day a little more interesting,lol no just trying to make your day a little more interesting,ham,ham,correct,62,12,False,False,False
695,ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,ah poop looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,ham,ham,correct,92,21,False,False,False
4013,ham,Discussed with your mother ah?,discussed with your mother ah,ham,ham,correct,30,5,False,False,False
1551,ham,He says hi and to get your ass back to south tampa (preferably at a kegger),he says hi and to get your ass back to south tampa preferably at a kegger,ham,ham,correct,75,16,False,False,False
5539,ham,Just sleeping..and surfing,just sleepingand surfing,ham,ham,correct,26,3,False,False,False
5562,ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,ok lor sony ericsson salesman i ask shuhui then she say quite gd 2 use so i considering,ham,ham,correct,96,18,False,True,False
4062,ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",aight ive been set free think you could text me blakes address it occurs to me im not quite as sure what im doing as i thought i was,ham,ham,correct,138,29,False,False,True
2681,ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solve d case a man was found murdered on ltdecimalgt ltgt afternoon 1his wife called police 2police questioned everyone 3wife siri was sleeping when the murder took place 4cook i was cooking 5gardener i was picking vegetables 6housemaid i went 2 d post office 7children we went 2 play 8neighbour we went 2 a marriage police arrested d murderer immediately whos it reply with reason if u r brilliant,ham,ham,correct,444,71,False,True,True
1797,ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",hey can you tell me blakes address carlos wanted me to meet him there but i got lost and hes not answering his phone,ham,ham,correct,120,24,False,False,False
4572,ham,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",cha quiteamuzing thatscool babeprobpop in cu satthen hunny 4brekkie love jen xxx psxtra lrg portions 4 me please,ham,ham,correct,119,19,False,True,False
1606,ham,When you came to hostel.,when you came to hostel,ham,ham,correct,24,5,False,False,False
5281,ham,"And how you will do that, princess? :)",and how you will do that princess,ham,ham,correct,38,8,False,False,False
4049,ham,Lol or I could just starve and lose a pound by the end of the day.,lol or i could just starve and lose a pound by the end of the day,ham,ham,correct,66,16,False,False,False
2887,ham,No probs hon! How u doinat the mo?,no probs hon how u doinat the mo,ham,ham,correct,34,8,False,False,False
2097,ham,I'm done...,im done,ham,ham,correct,11,2,False,False,False
5339,ham,You'd like that wouldn't you? Jerk!,youd like that wouldnt you jerk,ham,ham,correct,35,6,False,False,False
155,ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",you are everywhere dirt on the floor the windows even on my shirt and sometimes when i open my mouth you are all that comes flowing out i dream of my world without you then half my chores are out too a time of joy for me lots of tv shows ill see but i guess like all things you just must exist like rain hail and mist and when my time here is done you and i become one,ham,ham,correct,384,80,False,False,True
1191,ham,We're done...,were done,ham,ham,correct,13,2,False,False,False
2745,ham,"Tick, tick, tick ... Babe",tick tick tick babe,ham,ham,correct,25,5,False,False,False
2308,spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,win a year supply of cds 4 a store of ur choice worth [money] enter our [money] weekly draw txt music to 87066 tscs [url],spam,spam,correct,145,26,True,True,True
627,ham,How many licks does it take to get to the center of a tootsie pop?,how many licks does it take to get to the center of a tootsie pop,ham,ham,correct,66,15,False,False,False
1225,spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,you are a winner u have been specially selected 2 receive [money] cash or a 4 holiday flights inc speak to a live operator 2 claim [phone] 10,spam,spam,correct,145,27,False,True,True
956,ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,sorry i now then c ur msg yar lor so poor thing but only 4 one night tmr ull have a brand new room 2 sleep in,ham,ham,correct,122,27,False,True,False
1251,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear,ham,ham,correct,84,15,False,False,False
1577,ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,no to be nosy i guess idk am i over reacting if im freaked,ham,ham,correct,62,14,False,False,False
1960,ham,Howz that persons story,howz that persons story,ham,ham,correct,23,4,False,False,False
1026,ham,I have a sore throat. It's scratches when I talk,i have a sore throat its scratches when i talk,ham,ham,correct,48,10,False,False,False
4493,ham,Probably a couple hours tops,probably a couple hours tops,ham,ham,correct,28,5,False,False,False
4713,ham,Thats cool princess! I will cover your face in hot sticky cum :),thats cool princess i will cover your face in hot sticky cum,ham,ham,correct,64,13,False,False,False
515,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",you are guaranteed the latest nokia phone a 40gb ipod mp3 player or a [money] prize txt word collect to no 83355 ibhltd ldnw15h 150pmtmsgrcvd18,spam,spam,correct,147,25,False,True,True
3215,ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",babe have you got enough money to pick up bread and milk and ill give you it back when you get home,ham,ham,correct,105,24,False,False,False
3556,spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more,from next month get upto 50 more calls 4 ur standard network charge 2 activate call 9 [phone] c wire3net 1st4terms pobox84 m26 3uz cost [money] min mobcudb more,spam,spam,correct,161,28,False,True,True
3570,ham,She's fine. Sends her greetings,shes fine sends her greetings,ham,ham,correct,31,5,False,False,False
5555,ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,yeh indians was nice tho it did kane me off a bit he he we shud go out 4 a drink sometime soon mite hav 2 go 2 da works 4 a laugh soon love pete x x,ham,ham,correct,153,38,False,True,False
1531,ham,I think chennai well settled?,i think chennai well settled,ham,ham,correct,29,5,False,False,False
2696,ham,And whenever you and i see we can still hook up too.,and whenever you and i see we can still hook up too,ham,ham,correct,52,12,False,False,False
5030,spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),id like to tell you my deepest darkest fantasies call me [phone] just 60pmin to stop texts call [phone] nat rate,spam,ham,false_negative,126,21,False,True,True
4842,ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",hmmm mayb can try e shoppin area one but forgot e name of hotel,ham,ham,correct,71,14,False,False,False
1739,ham,K go and sleep well. Take rest:-).,k go and sleep well take rest,ham,ham,correct,34,7,False,False,False
2723,ham,It's justbeen overa week since we broke up and already our brains are going to mush!,its justbeen overa week since we broke up and already our brains are going to mush,ham,ham,correct,84,16,False,False,False
4529,ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,how are u i have missed u i havent been up 2 much a bit bored with the holiday want 2 go bak 2 college sad isnt itxx,ham,ham,correct,120,28,False,True,False
940,ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,better made up for friday and stuffed myself like a pig yesterday now i feel bleh but at least its not writhing pain kind of bleh,ham,ham,correct,133,26,False,False,False
2447,ham,"Sorry, I'll call later",sorry ill call later,ham,ham,correct,22,4,False,False,True
1774,ham,"I'm not coming over, do whatever you want",im not coming over do whatever you want,ham,ham,correct,41,8,False,False,False
3445,ham,Yes but I don't care cause I know its there!,yes but i dont care cause i know its there,ham,ham,correct,44,10,False,False,False
5493,ham,I think if he rule tamilnadu..then its very tough for our people.,i think if he rule tamilnaduthen its very tough for our people,ham,ham,correct,65,12,False,False,False
3337,ham,Then u go back urself lor...,then u go back urself lor,ham,ham,correct,28,6,False,False,False
1234,ham,Lol ok. I'll snatch her purse too.,lol ok ill snatch her purse too,ham,ham,correct,34,7,False,False,False
4158,ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,this single single answers are we fighting plus i said am broke and you didnt reply,ham,ham,correct,84,16,False,False,True
2412,ham,"Come to me right now, Ahmad",come to me right now ahmad,ham,ham,correct,27,6,False,False,False
1122,spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call [phone] now or reply for delivery tomorrow,spam,spam,correct,153,29,False,True,True
2183,ham,PS U no ur a grown up now right?,ps u no ur a grown up now right,ham,ham,correct,32,9,False,False,False
547,ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,i know but you need to get hotel now i just got my invitation but i had to apologise cali is to sweet for me to come to some english blokes weddin,ham,ham,correct,149,32,False,False,False
473,ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",nothing i meant that once the money enters your account here the bank will remove its flat rate someone transfered ltgt to my account and ltgt dollars got removed so the banks differ and charges also differbe sure you trust the 9ja person you are sending account details to cos,ham,ham,correct,298,50,False,True,False
5269,spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",if you dont your prize will go to another customer tc at [url] 18 150pmin polo ltd suite 373 london w1j 6hl please call back if busy,spam,ham,false_negative,144,27,True,True,True
3039,ham,You are not bothering me but you have to trust my answers. Pls.,you are not bothering me but you have to trust my answers pls,ham,ham,correct,63,13,False,False,False
974,ham,what is your account number?,what is your account number,ham,ham,correct,28,5,False,False,False
5276,ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,dunno leh cant remember mayb lor so wat time r we meeting tmr,ham,ham,correct,63,13,False,False,False
2592,ham,Still work going on:)it is very small house.,still work going onit is very small house,ham,ham,correct,44,8,False,False,False
2045,ham,I can send you a pic if you like :),i can send you a pic if you like,ham,ham,correct,35,10,False,False,False
1386,ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,thats ok i popped in to ask bout something and she said youd been in are you around tonght wen this girl comes,ham,ham,correct,115,23,False,False,False
5540,spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800,asked 3mobile if 0870 chatlines inclu in free mins india cust servs sed yes l8er got mega bill 3 dont giv a shit bailiff due in days i o [money] 3 want [money],spam,ham,false_negative,158,33,False,True,True
138,ham,No no. I will check all rooms befor activities,no no i will check all rooms befor activities,ham,ham,correct,46,9,False,False,False
3308,ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",set a place for me in your heart and not in your mind as the mind easily forgets but the heart will always remember wish you happy valentines day,ham,ham,correct,148,29,False,False,False
200,ham,"Found it, ENC  &lt;#&gt; , where you at?",found it enc ltgt where you at,ham,ham,correct,40,8,False,False,False
2937,ham,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*",and stop wondering wow is she ever going to stop tming me because i will tm you whenever i want because you are mine laughs,ham,ham,correct,135,27,False,False,True
5410,ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",daddy shu shu is looking 4 u u wan me 2 tell him ure not in singapore or wat,ham,ham,correct,82,19,False,True,False
1132,ham,"Sorry, I'll call later",sorry ill call later,ham,ham,correct,22,4,False,False,True
966,ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,or better still can you catch her and let ask her if she can sell ltgt for me,ham,ham,correct,85,18,False,False,False
1006,ham,Give me a sec to think think about it,give me a sec to think think about it,ham,ham,correct,37,9,False,False,False
1161,ham,You sure your neighbors didnt pick it up,you sure your neighbors didnt pick it up,ham,ham,correct,40,8,False,False,False
3323,ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,ok darlin i supose it was ok i just worry too muchi have to do some film stuff my mate and then have to babysit again but you can call me therexx,ham,ham,correct,148,32,False,False,True
75,ham,I am waiting machan. Call me once you free.,i am waiting machan call me once you free,ham,ham,correct,43,9,False,False,True
3707,ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),reading gud habit nan bari hudgi yorge pataistha ertini kano,ham,ham,correct,65,10,False,False,False
1352,ham,Yo theres no class tmrw right?,yo theres no class tmrw right,ham,ham,correct,30,6,False,False,False
461,ham,Where did u go? My phone is gonna die you have to stay in here,where did u go my phone is gonna die you have to stay in here,ham,ham,correct,62,15,False,False,False
3974,ham,"Night night, see you tomorrow",night night see you tomorrow,ham,ham,correct,29,5,False,False,False
3980,ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,ceri u rebel sweet dreamz me little buddy c ya 2moro who needs blokes,ham,ham,correct,73,14,False,True,False
2479,ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,not yet just id like to keep in touch and it will be the easiest way to do that from barcelona by the way how ru and how is the house,ham,ham,correct,137,31,False,False,False
776,ham,Thanks for picking up the trash.,thanks for picking up the trash,ham,ham,correct,32,6,False,False,False
5188,ham,Okie,okie,ham,ham,correct,4,1,False,False,False
2406,ham,I'm meeting Darren...,im meeting darren,ham,ham,correct,21,3,False,False,False
588,ham,Pete can you please ring meive hardly gotany credit,pete can you please ring meive hardly gotany credit,ham,ham,correct,51,9,False,False,False
363,ham,Check audrey's status right now,check audreys status right now,ham,ham,correct,31,5,False,False,False
4804,ham,How do you plan to manage that,how do you plan to manage that,ham,ham,correct,30,7,False,False,False
3760,ham,"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......",god asked what is forgiveness a little child gave lovely reply it is d wonderful fruit that a tree gives when it is being hurt by a stone good night,ham,ham,correct,162,30,False,False,True
597,ham,Gud mrng dear have a nice day,gud mrng dear have a nice day,ham,ham,correct,29,7,False,False,False
554,ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,ok every night take a warm bath drink a cup of milk and youll see a work of magic you still need to loose weight just so that you know,ham,ham,correct,138,30,False,False,False
2040,ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",dont pack what you can buy at any storelike cereals if you must pack food pack gari or something 9ja that you will miss,ham,ham,correct,123,24,False,True,False
4098,ham,i am going to bed now prin,i am going to bed now prin,ham,ham,correct,26,7,False,False,False
5528,ham,Its just the effect of irritation. Just ignore it,its just the effect of irritation just ignore it,ham,ham,correct,49,9,False,False,False
4333,ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY,also tell him i said happy birthday,ham,ham,correct,35,7,False,False,False
4217,ham,Er mw im filled tuth is aight,er mw im filled tuth is aight,ham,ham,correct,29,7,False,False,False
2811,ham,Mm so you asked me not to call radio,mm so you asked me not to call radio,ham,ham,correct,36,9,False,False,True
428,ham,Any pain on urination any thing else?,any pain on urination any thing else,ham,ham,correct,37,7,False,False,False
5018,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,dear 0776xxxxxxx uve been invited to xchat this is our final attempt to contact u txt chat to 86688 ldn 18yrs,spam,spam,correct,154,22,False,True,True
4396,ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",only just got this message not ignoring you yes i was shopping that is,ham,ham,correct,74,14,False,False,False
2070,spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",eerie nokia tones 4u rply tone title to 8007 eg tone dracula to 8007 titles ghost addamsfa munsters exorcist twilight [url] pobox36504w45wq 150p,spam,spam,correct,161,23,True,True,False
5449,spam,"Latest News! Police station toilet stolen, cops have nothing to go on!",latest news police station toilet stolen cops have nothing to go on,spam,ham,false_negative,70,12,False,False,False
4111,ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",yo you gonna still be in stock tomorrowtoday im trying to get a dubsack,ham,ham,correct,75,14,False,False,False
2699,spam,FROM 88066 LOST £12 HELP,from 88066 lost [money] help,spam,ham,false_negative,24,5,False,True,False
2553,ham,"Oh fine, I'll be by tonight",oh fine ill be by tonight,ham,ham,correct,27,6,False,False,False
3100,ham,Ok... I din get ur msg...,ok i din get ur msg,ham,ham,correct,25,6,False,False,False
481,ham,"Almost there, see u in a sec",almost there see u in a sec,ham,ham,correct,28,7,False,False,False
2859,ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,in life when you face choices just toss a coin not becoz its settle the question but while the coin in the air u will know what your heart is hoping for gudni8,ham,ham,correct,160,33,False,True,False
4254,ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,juz now havent woke up so a bit blur blur can dad went out liao i cant cum now oso,ham,ham,correct,92,20,False,False,False
4042,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,please call our customer service representative on freephone [phone] between 9am11pm as you have won a guaranteed [money] cash or [money] prize,spam,spam,correct,147,24,False,True,True
4449,ham,I sent them. Do you like?,i sent them do you like,ham,ham,correct,25,6,False,False,False
2638,ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,no i dont have cancer moms making a big deal out of a regular checkup aka pap smear,ham,ham,correct,85,18,False,False,False
2111,ham,Do we have any spare power supplies,do we have any spare power supplies,ham,ham,correct,35,7,False,False,False
65,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a [money] bonus prize call [phone],spam,spam,correct,152,28,False,True,True
328,ham,"I'd say that's a good sign but, well, you know my track record at reading women",id say thats a good sign but well you know my track record at reading women,ham,ham,correct,79,16,False,False,False
16,ham,Oh k...i'm watching here:),oh kim watching here,ham,ham,correct,26,4,False,False,False
1278,ham,Dont put your phone on silent mode ok,dont put your phone on silent mode ok,ham,ham,correct,37,8,False,False,False
1418,ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,no wonder cos i dun rem seeing a silver car but i thk i saw a black one,ham,ham,correct,80,18,False,False,False
1344,ham,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,crazy ar hes married ü like gd looking guys not me my frens like say hes korean leonas fave but i dun thk he is aft some thinking mayb most prob ill go,ham,ham,correct,159,33,False,False,False
1337,ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",sweet we may or may not go to 4u to meet carlos so gauge pattys interest in that,ham,ham,correct,82,18,False,True,False
111,ham,What is the plural of the noun research?,what is the plural of the noun research,ham,ham,correct,40,8,False,False,False
734,ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,even u dont get in trouble while convincingjust tel him once or twice and just tel neglect his msgs dont c and read itjust dont reply,ham,ham,correct,137,26,False,False,True
3979,ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..,reason is if the team budget is available at last they buy the unsold players for at base rate,ham,ham,correct,96,19,False,False,False
